Site ProfileID Date Chainage Elevation Flag
NARRA PF6 2014-01-16 23 3.09 GPS
NARRA PF6 2014-01-16 24 3.12 GPS
NARRA PF6 2014-01-16 25 3.1 GPS
NARRA PF6 2014-01-16 26 3.08 GPS
NARRA PF6 2014-01-16 27 3.1 GPS
NARRA PF6 2014-01-16 28 3.12 GPS
NARRA PF6 2014-01-16 29 3.13 GPS
NARRA PF6 2014-01-16 30 3.12 GPS
NARRA PF6 2014-01-16 31 3.11 GPS
NARRA PF6 2014-01-16 32 2.92 GPS
NARRA PF6 2014-01-16 33 2.69 GPS
NARRA PF6 2014-01-16 34 2.48 GPS
NARRA PF6 2014-01-16 35 2.34 GPS
NARRA PF6 2014-01-16 36 2.24 GPS
NARRA PF6 2014-01-16 37 2.01 GPS
NARRA PF6 2014-01-16 38 1.8 GPS
NARRA PF6 2014-01-16 39 1.61 GPS
NARRA PF6 2014-01-16 40 1.42 GPS
NARRA PF6 2014-01-16 41 1.31 GPS
NARRA PF6 2014-01-16 42 1.19 GPS
NARRA PF6 2014-01-16 43 1.05 GPS
NARRA PF6 2014-01-16 44 0.9 GPS
NARRA PF6 2014-01-16 45 0.8 GPS
NARRA PF6 2014-01-16 46 0.68 GPS
NARRA PF6 2014-01-16 47 0.57 GPS
NARRA PF6 2014-01-16 48 0.49 GPS
NARRA PF6 2014-01-16 49 0.44 GPS
NARRA PF6 2014-01-16 50 0.31 GPS
NARRA PF6 2014-01-16 51 0.23 GPS
NARRA PF6 2014-01-16 52 0.18 GPS
NARRA PF6 2014-01-16 53 0.11 GPS
NARRA PF6 2014-01-16 54 0.01 GPS
NARRA PF6 2014-01-16 55 -0.04 GPS
NARRA PF6 2014-01-16 56 -0.13 GPS
NARRA PF6 2014-01-16 57 -0.21 GPS
NARRA PF6 2014-01-16 58 -0.25 GPS
NARRA PF6 2014-01-16 59 -0.29 GPS
NARRA PF6 2014-01-16 60 -0.34 GPS
NARRA PF8 2014-01-16 0 3.31 DUNEFILL
NARRA PF8 2014-01-16 1 3.45 GPS
NARRA PF8 2014-01-16 2 3.41 GPS
NARRA PF8 2014-01-16 3 3.35 GPS
NARRA PF8 2014-01-16 4 3.34 GPS
NARRA PF8 2014-01-16 5 3.32 GPS
NARRA PF8 2014-01-16 6 3.32 GPS
NARRA PF8 2014-01-16 7 3.32 GPS
NARRA PF8 2014-01-16 8 3.32 GPS
NARRA PF8 2014-01-16 9 3.32 GPS
NARRA PF8 2014-01-16 10 3.32 GPS
NARRA PF8 2014-01-16 11 3.35 GPS
NARRA PF8 2014-01-16 12 3.37 GPS
NARRA PF8 2014-01-16 13 3.33 GPS
NARRA PF8 2014-01-16 14 3.35 GPS
NARRA PF8 2014-01-16 15 3.34 GPS
NARRA PF8 2014-01-16 16 3.32 GPS
NARRA PF8 2014-01-16 17 3.29 GPS
NARRA PF8 2014-01-16 18 3.3 GPS
NARRA PF8 2014-01-16 19 3.31 GPS
NARRA PF8 2014-01-16 20 3.28 GPS
NARRA PF8 2014-01-16 21 3.27 GPS
NARRA PF8 2014-01-16 22 3.21 GPS
NARRA PF8 2014-01-16 23 3.23 GPS
NARRA PF8 2014-01-16 24 3.23 GPS
NARRA PF8 2014-01-16 25 3.21 GPS
NARRA PF8 2014-01-16 26 3.22 GPS
NARRA PF8 2014-01-16 27 3.23 GPS
NARRA PF8 2014-01-16 28 3.23 GPS
NARRA PF8 2014-01-16 29 3.18 GPS
NARRA PF8 2014-01-16 30 3.16 GPS
NARRA PF8 2014-01-16 31 3.13 GPS
NARRA PF8 2014-01-16 32 3.08 GPS
NARRA PF8 2014-01-16 33 3.03 GPS
NARRA PF8 2014-01-16 34 2.97 GPS
NARRA PF8 2014-01-16 35 2.93 GPS
NARRA PF8 2014-01-16 36 2.85 GPS
NARRA PF8 2014-01-16 37 2.79 GPS
NARRA PF8 2014-01-16 38 2.75 GPS
NARRA PF8 2014-01-16 39 2.7 GPS
NARRA PF8 2014-01-16 40 2.61 GPS
NARRA PF8 2014-01-16 41 2.57 GPS
NARRA PF8 2014-01-16 42 2.51 GPS
NARRA PF8 2014-01-16 43 2.5 GPS
NARRA PF8 2014-01-16 44 2.42 GPS
NARRA PF8 2014-01-16 45 2.44 GPS
NARRA PF8 2014-01-16 46 2.46 GPS
NARRA PF8 2014-01-16 47 2.4 GPS
NARRA PF8 2014-01-16 48 2.4 GPS
NARRA PF8 2014-01-16 49 2.4 GPS
NARRA PF8 2014-01-16 50 2.4 GPS
NARRA PF8 2014-01-16 51 2.39 GPS
NARRA PF8 2014-01-16 52 2.35 GPS
NARRA PF8 2014-01-16 53 2.32 GPS
NARRA PF8 2014-01-16 54 2.28 GPS
NARRA PF8 2014-01-16 55 2.24 GPS
NARRA PF8 2014-01-16 56 2.19 GPS
NARRA PF8 2014-01-16 57 2.15 GPS
NARRA PF8 2014-01-16 58 2.05 GPS
NARRA PF8 2014-01-16 59 1.91 GPS
NARRA PF8 2014-01-16 60 1.73 GPS
NARRA PF8 2014-01-16 61 1.57 GPS
NARRA PF8 2014-01-16 62 1.42 GPS
NARRA PF8 2014-01-16 63 1.29 GPS
NARRA PF8 2014-01-16 64 1.1 GPS
NARRA PF8 2014-01-16 65 0.99 GPS
NARRA PF8 2014-01-16 66 0.88 GPS
NARRA PF8 2014-01-16 67 0.75 GPS
NARRA PF8 2014-01-16 68 0.62 GPS
NARRA PF8 2014-01-16 69 0.56 GPS
NARRA PF8 2014-01-16 70 0.45 GPS
NARRA PF8 2014-01-16 71 0.38 GPS
NARRA PF8 2014-01-16 72 0.31 GPS
NARRA PF8 2014-01-16 73 0.23 GPS
NARRA PF8 2014-01-16 74 0.12 GPS
NARRA PF8 2014-01-16 75 0.07 GPS
NARRA PF8 2014-01-16 76 -0.03 GPS
NARRA PF8 2014-01-16 77 -0.08 GPS
NARRA PF8 2014-01-16 78 -0.13 GPS
NARRA PF8 2014-01-16 79 -0.16 GPS
NARRA PF8 2014-01-16 80 -0.23 GPS
NARRA PF8 2014-01-16 81 -0.28 GPS
NARRA PF8 2014-01-16 82 -0.32 GPS
NARRA PF8 2014-01-16 83 -0.4 GPS
NARRA PF8 2014-01-16 84 -0.42 GPS
NARRA PF8 2014-01-16 85 -0.47 GPS
NARRA PF8 2014-01-16 86 -0.53 GPS
NARRA PF2 2014-01-16 0 9.4 DUNEFILL
NARRA PF2 2014-01-16 1 9.36 DUNEFILL
NARRA PF2 2014-01-16 2 9.33 DUNEFILL
NARRA PF2 2014-01-16 3 9.29 DUNEFILL
